ID,Prey,PreyGroup,Predator,PredGroup,PredStrategy,FoodSource,Reference,Reference_link,Observation
622,Pseudonitzschia_sp,Diatoms,Clausocalanus_spp,Zooplankton,Suspension-feeder,Primary producer,Schultes_etal_2006,https://doi.org/10.1016/j.jembe.2006.06.028,Aggregated: Clausocalanus_brevipes and Clausocalanus_laticeps
623,Rhizosolenia_crassa,Diatoms,Clausocalanus_spp,Zooplankton,Suspension-feeder,Primary producer,Schultes_etal_2006,https://doi.org/10.1016/j.jembe.2006.06.028,Aggregated: Clausocalanus_brevipes and Clausocalanus_laticeps
624,Strobilidium_sp,Ciliates,Clausocalanus_spp,Zooplankton,Suspension-feeder,Heterotroph,Schultes_etal_2006,https://doi.org/10.1016/j.jembe.2006.06.028,Aggregated: Clausocalanus_brevipes and Clausocalanus_laticeps
625,Strombidinopsis_sp,Ciliates,Clausocalanus_spp,Zooplankton,Suspension-feeder,Heterotroph,Schultes_etal_2006,https://doi.org/10.1016/j.jembe.2006.06.028,Aggregated: Clausocalanus_brevipes and Clausocalanus_laticeps
626,Strombidium_conicum,Ciliates,Clausocalanus_spp,Zooplankton,Suspension-feeder,Heterotroph,Schultes_etal_2006,https://doi.org/10.1016/j.jembe.2006.06.028,Aggregated: Clausocalanus_brevipes and Clausocalanus_laticeps
627,Strombidium_sp,Ciliates,Clausocalanus_spp,Zooplankton,Suspension-feeder,Heterotroph,Schultes_etal_2006,https://doi.org/10.1016/j.jembe.2006.06.028,Aggregated: Clausocalanus_brevipes and Clausocalanus_laticeps
628,Thalassionema_nitzschioides,Diatoms,Clausocalanus_spp,Zooplankton,Suspension-feeder,Primary producer,Schultes_etal_2006,https://doi.org/10.1016/j.jembe.2006.06.028,Aggregated: Clausocalanus_brevipes and Clausocalanus_laticeps
629,Diatoms_benthic,Diatoms,Clavularia_sp,Cnidaria,Suspension-feeder,Primary producer,Encyclopedia of Life,https://eol.org/pages/46545578,* need to be more specific (which Bacillariophyceae?)
630,Diatoms_centric,Diatoms,Clavularia_sp,Cnidaria,Suspension-feeder,Primary producer,Encyclopedia of Life,https://eol.org/pages/46545578,* need to be more specific (which Bacillariophyceae?)
631,Diatoms_pennate,Diatoms,Clavularia_sp,Cnidaria,Suspension-feeder,Primary producer,Encyclopedia of Life,https://eol.org/pages/46545578,* need to be more specific (which Bacillariophyceae?)
632,Foraminifera,Foraminifera,Clavularia_sp,Cnidaria,Suspension-feeder,Primary producer,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Foraminifera,
633,Azadinium_sp,Dinoflagellates,Cnemidocarpa_verrucosa,Ascidiacea,Suspension-feeder,Primary producer,Tatian_etal_2004,https://doi.org/10.1017/S0954102004001890,Inferred from Potter Cove FW (Antarctic Peninsula)
634,Bacteria,Bacteria,Cnemidocarpa_verrucosa,Ascidiacea,Suspension-feeder,Bacteria,Tatian_etal_2004,https://doi.org/10.1017/S0954102004001890,Inferred from Potter Cove FW (Antarctic Peninsula)
635,Detritus,Non-living,Cnemidocarpa_verrucosa,Ascidiacea,Suspension-feeder,Detritus,Tatian_etal_2004,https://doi.org/10.1017/S0954102004001890,Inferred from Potter Cove FW (Antarctic Peninsula)
636,Diatoms_benthic,Diatoms,Cnemidocarpa_verrucosa,Ascidiacea,Suspension-feeder,Primary producer,Tatian_etal_2002,https://doi.org/10.1007/s003000100311,Inferred from Potter Cove FW (Antarctic Peninsula)
637,Diatoms_centric,Diatoms,Cnemidocarpa_verrucosa,Ascidiacea,Suspension-feeder,Primary producer,Tatian_etal_2002,https://doi.org/10.1007/s003000100311,Inferred from Potter Cove FW (Antarctic Peninsula)
638,Diatoms_pennate,Diatoms,Cnemidocarpa_verrucosa,Ascidiacea,Suspension-feeder,Primary producer,Tatian_etal_2002,https://doi.org/10.1007/s003000100311,Inferred from Potter Cove FW (Antarctic Peninsula)
639,Dinophysis_acuminata,Dinoflagellates,Cnemidocarpa_verrucosa,Ascidiacea,Suspension-feeder,Primary producer,Tatian_etal_2004,https://doi.org/10.1017/S0954102004001890,Inferred from Potter Cove FW (Antarctic Peninsula)
640,Dinophysis_acuminata,Dinoflagellates,Cnemidocarpa_verrucosa,Ascidiacea,Suspension-feeder,Primary producer,Tatian_etal_2004,https://doi.org/10.1017/S0954102004001890,
641,Emiliania_huxleyi,Coccolithophorids,Cnemidocarpa_verrucosa,Ascidiacea,Suspension-feeder,Primary producer,Tatian_etal_2005,https://doi.org/10.3989/scimar.2005.69s2205,Inferred from Potter Cove FW (Antarctic Peninsula)
642,Gymnodinium_sp,Dinoflagellates,Cnemidocarpa_verrucosa,Ascidiacea,Suspension-feeder,Primary producer,Tatian_etal_2004,https://doi.org/10.1017/S0954102004001890,Inferred from Potter Cove FW (Antarctic Peninsula)
643,Gymnodinium_sp,Dinoflagellates,Cnemidocarpa_verrucosa,Ascidiacea,Suspension-feeder,Primary producer,Tatian_etal_2004,https://doi.org/10.1017/S0954102004001890,
644,Gyrodinium_sp,Dinoflagellates,Cnemidocarpa_verrucosa,Ascidiacea,Suspension-feeder,Primary producer,Tatian_etal_2004,https://doi.org/10.1017/S0954102004001890,Inferred from Potter Cove FW (Antarctic Peninsula)
645,Gyrodinium_sp,Dinoflagellates,Cnemidocarpa_verrucosa,Ascidiacea,Suspension-feeder,Primary producer,Tatian_etal_2004,https://doi.org/10.1017/S0954102004001890,
646,Gyrodinium_spirale,Dinoflagellates,Cnemidocarpa_verrucosa,Ascidiacea,Suspension-feeder,Primary producer,Tatian_etal_2004,https://doi.org/10.1017/S0954102004001890,Inferred from Potter Cove FW (Antarctic Peninsula)
647,Gyrodinium_spirale,Dinoflagellates,Cnemidocarpa_verrucosa,Ascidiacea,Suspension-feeder,Primary producer,Tatian_etal_2004,https://doi.org/10.1017/S0954102004001890,
648,Phaeocystis_antarctica,Coccolithophorids,Cnemidocarpa_verrucosa,Ascidiacea,Suspension-feeder,Primary producer,Tatian_etal_2005,https://doi.org/10.3989/scimar.2005.69s2205,Inferred from Potter Cove FW (Antarctic Peninsula)
649,Phytoplankton *,Phytoplankton,Cnemidocarpa_verrucosa,Ascidiacea,Suspension-feeder,Primary producer,Tatian_etal_2004,https://doi.org/10.1017/S0954102004001890,Inferred from Potter Cove FW (Antarctic Peninsula)
650,Protoperidinium_sp,Dinoflagellates,Cnemidocarpa_verrucosa,Ascidiacea,Suspension-feeder,Primary producer,Tatian_etal_2004,https://doi.org/10.1017/S0954102004001890,Inferred from Potter Cove FW (Antarctic Peninsula)
651,Protoperidinium_sp,Dinoflagellates,Cnemidocarpa_verrucosa,Ascidiacea,Suspension-feeder,Primary producer,Tatian_etal_2004,https://doi.org/10.1017/S0954102004001890,
652,Copepoda *,Zooplankton,Coelorinchus_fasciatus,Fish_BenPel,Hunter,Heterotroph,FishBase,https://www.fishbase.in/summary/Coelorinchus-fasciatus.html,* need to be more specific (which Copepoda?)
653,Decapoda *,Decapoda,Coelorinchus_fasciatus,Fish_BenPel,Hunter,Heterotroph,FishBase,https://www.fishbase.in/summary/Coelorinchus-fasciatus.html,* need to be more specific (which Decapoda?)
654,Doryteuthis_gahi,Cephalopoda,Coelorinchus_fasciatus,Fish_BenPel,Hunter,Heterotroph,FishBase,http://www.fishbase.us/TrophicEco/DietCompoSummary.php?dietcode=2552&genusname=Coelorinchus&speciesname=fasciatus,
655,Eggs_Fish,Zooplankton,Coelorinchus_fasciatus,Fish_BenPel,Hunter,Heterotroph,FishBase,http://www.fishbase.us/TrophicEco/DietCompoSummary.php?dietcode=2552&genusname=Coelorinchus&speciesname=fasciatus,
656,Euphausia_spp,Zooplankton,Coelorinchus_fasciatus,Fish_BenPel,Hunter,Heterotroph,FishBase,https://www.fishbase.se/trophiceco/DietCompoSummary.php?dietcode=2552&genusname=Coelorinchus&speciesname=fasciatus,
657,Harmothoe_sp,Polychaeta,Coelorinchus_fasciatus,Fish_BenPel,Hunter,Heterotroph,Jumars_etal_2015,https://doi.org/10.1146/annurev-marine-010814-020007,Inferred from Coelorinchus_caribbaeus
658,Isopoda *,Isopoda,Coelorinchus_fasciatus,Fish_Demersal,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Coelorinchus%20fasciatus,* need to be more specific (which Isopoda?)
659,Macrouridae *,Fish_BenPel,Coelorinchus_fasciatus,Fish_BenPel,Hunter,Heterotroph,FishBase,https://www.fishbase.se/trophiceco/DietCompoSummary.php?dietcode=2552&genusname=Coelorinchus&speciesname=fasciatus,* need to be more specific (which Macrouridae?)
660,Munida_gregaria,Decapoda,Coelorinchus_fasciatus,Fish_BenPel,Hunter,Heterotroph,FishBase,https://www.fishbase.se/TrophicEco/FoodItemsList.php?vstockcode=7299&genus=Coelorinchus&species=fasciatus,
661,Ophiuroidea *,Echinodermata,Coelorinchus_fasciatus,Fish_BenPel,Hunter,Heterotroph,FishBase,https://www.fishbase.se/TrophicEco/FoodItemsList.php?vstockcode=7299&genus=Coelorinchus&species=fasciatus,* need to be more specific (which Ophiuroidea?)
662,Pagurus_comptus,Decapoda,Coelorinchus_fasciatus,Fish_BenPel,Hunter,Heterotroph,FishBase,https://www.fishbase.se/trophiceco/DietCompoSummary.php?dietcode=2552&genusname=Coelorinchus&speciesname=fasciatus,
663,Pagurus_forceps,Decapoda,Coelorinchus_fasciatus,Fish_BenPel,Hunter,Heterotroph,FishBase,https://www.fishbase.se/trophiceco/DietCompoSummary.php?dietcode=2552&genusname=Coelorinchus&speciesname=fasciatus,
664,Porifera *,Porifera,Coelorinchus_fasciatus,Fish_BenPel,Hunter,Heterotroph,FishBase,https://www.fishbase.se/trophiceco/DietCompoSummary.php?dietcode=2552&genusname=Coelorinchus&speciesname=fasciatus,* need to be more specific (which Porifera?)
665,Themisto_gaudichaudii,Amphipoda,Coelorinchus_fasciatus,Fish_BenPel,Hunter,Heterotroph,FishBase,https://www.fishbase.se/TrophicEco/FoodItemsList.php?vstockcode=7299&genus=Coelorinchus&species=fasciatus,
666,Amphipoda *,Amphipoda,Coelorinchus_marinii,Fish_Demersal,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Coelorinchus%20marinii,* need to be more specific (which Amphipoda?)
667,Copepoda *,Zooplankton,Coelorinchus_marinii,Fish_BenPel,Hunter,Heterotroph,FishBase,https://www.fishbase.in/trophiceco/DietCompoSummary.php?dietcode=6630&genusname=Coelorinchus&speciesname=marinii,* need to be more specific (which Copepoda?)
668,Cumacea *,Cumacea,Coelorinchus_marinii,Fish_Demersal,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Coelorinchus%20marinii,* need to be more specific (which Cumacea?)
669,Doryteuthis_gahi,Cephalopoda,Coelorinchus_marinii,Fish_BenPel,Hunter,Heterotroph,FishBase,https://www.fishbase.se/trophiceco/DietCompoSummary.php?dietcode=8187&genusname=Coelorinchus&speciesname=marinii,
670,Foraminifera,Foraminifera,Coelorinchus_marinii,Fish_BenPel,Suspension-feeder,Primary producer,FishBase,https://www.fishbase.se/trophiceco/DietCompoSummary.php?dietcode=8187&genusname=Coelorinchus&speciesname=marinii,
671,Harmothoe_sp,Polychaeta,Coelorinchus_marinii,Fish_BenPel,Hunter,Heterotroph,Jumars_etal_2015,https://doi.org/10.1146/annurev-marine-010814-020007,Inferred from Coelorinchus_caribbaeus
672,Isopoda *,Isopoda,Coelorinchus_marinii,Fish_BenPel,Hunter,Heterotroph,FishBase,https://www.fishbase.se/trophiceco/DietCompoSummary.php?dietcode=8187&genusname=Coelorinchus&speciesname=marinii,* need to be more specific (which Isopoda?)
673,Munida_gregaria,Decapoda,Coelorinchus_marinii,Fish_BenPel,Hunter,Heterotroph,FishBase,https://www.fishbase.se/trophiceco/DietCompoSummary.php?dietcode=8187&genusname=Coelorinchus&speciesname=marinii,
674,Munida_spinosa,Decapoda,Coelorinchus_marinii,Fish_BenPel,Hunter,Heterotroph,FishBase,https://www.fishbase.se/trophiceco/DietCompoSummary.php?dietcode=8187&genusname=Coelorinchus&speciesname=marinii,
675,Cnidaria *,Cnidaria,Colossendeis_megalonyx,Benthos_Misc,Carnivore,Heterotroph,Encyclopedia of Life,https://eol.org/pages/14813,* need to be more specific (which Actiniaria?)
676,Glycera_capitata,Polychaeta,Colossendeis_megalonyx,Benthos_Misc,Carnivore,Heterotroph,Encyclopedia of Life,https://eol.org/pages/479487,Inferred from Pycnogonida
677,Porifera *,Porifera,Colossendeis_megalonyx,Benthos_Misc,Carnivore,Heterotroph,Encyclopedia of Life,https://eol.org/pages/14813,* need to be more specific (which Porifera?)
678,Sabellidae,Polychaeta,Colossendeis_megalonyx,Benthos_Misc,Carnivore,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Sabellidae,
679,Bacteria,Bacteria,Convexella_magelhaenica,Cnidaria,Suspension-feeder,Bacteria,Elias-Piera_etal_2013,https://doi.org/10.3354/meps10152,Inferred from Octocoral
680,Cyrtostrombidium_sp,Ciliates,Convexella_magelhaenica,Cnidaria,Suspension-feeder,Heterotroph,Orejas_etal_2003,https://doi.org/10.3354/meps250105,Inferred from Primnoella_sp (same family)
681,Detritus,Non-living,Convexella_magelhaenica,Cnidaria,Suspension-feeder,Detritus,Orejas_etal_2003,https://doi.org/10.3354/meps250105,Inferred from Octocoral
682,Diatoms_benthic,Diatoms,Convexella_magelhaenica,Cnidaria,Suspension-feeder,Primary producer,Orejas_etal_2003,https://doi.org/10.3354/meps250105,Inferred from Octocoral
683,Dinoflagellates_heterosol,Dinoflagellates,Convexella_magelhaenica,Cnidaria,Suspension-feeder,Heterotroph,Orejas_etal_2003,https://doi.org/10.3354/meps250105,Inferred from Primnoella_sp (same family)
684,Laboea_strobila,Ciliates,Convexella_magelhaenica,Cnidaria,Suspension-feeder,Heterotroph,Orejas_etal_2003,https://doi.org/10.3354/meps250105,Inferred from Primnoella_sp (same family)
685,Lohmanniella_sp,Ciliates,Convexella_magelhaenica,Cnidaria,Suspension-feeder,Heterotroph,Orejas_etal_2003,https://doi.org/10.3354/meps250105,Inferred from Primnoella_sp (same family)
686,Strobilidium_sp,Ciliates,Convexella_magelhaenica,Cnidaria,Suspension-feeder,Heterotroph,Orejas_etal_2003,https://doi.org/10.3354/meps250105,Inferred from Primnoella_sp (same family)
687,Strombidinopsis_sp,Ciliates,Convexella_magelhaenica,Cnidaria,Suspension-feeder,Heterotroph,Orejas_etal_2003,https://doi.org/10.3354/meps250105,Inferred from Primnoella_sp (same family)
688,Strombidium_conicum,Ciliates,Convexella_magelhaenica,Cnidaria,Suspension-feeder,Heterotroph,Orejas_etal_2003,https://doi.org/10.3354/meps250105,Inferred from Primnoella_sp (same family)
689,Strombidium_sp,Ciliates,Convexella_magelhaenica,Cnidaria,Suspension-feeder,Heterotroph,Orejas_etal_2003,https://doi.org/10.3354/meps250105,Inferred from Primnoella_sp (same family)
690,Cyrtostrombidium_sp,Ciliates,Copepodite,Zooplankton,Hunter,Heterotroph,Saiz&Calbet_2007,https://doi.org/10.4319/lo.2007.52.2.0668,Inferred from Order Calanoida
691,Diatoms_centric,Diatoms,Copepodite,Zooplankton,Hunter,Primary producer,Takahashi&Tiselius_2005,https://doi.org/10.3354/meps303213,Inferred from Acartia_clausia (Order Calanoida)
692,Diatoms_pennate,Diatoms,Copepodite,Zooplankton,Hunter,Primary producer,Takahashi&Tiselius_2005,https://doi.org/10.3354/meps303213,Inferred from Acartia_clausia (Order Calanoida)
693,Laboea_strobila,Ciliates,Copepodite,Zooplankton,Hunter,Heterotroph,Saiz&Calbet_2007,https://doi.org/10.4319/lo.2007.52.2.0668,Inferred from Order Calanoida
694,Lohmanniella_sp,Ciliates,Copepodite,Zooplankton,Hunter,Heterotroph,Saiz&Calbet_2007,https://doi.org/10.4319/lo.2007.52.2.0668,Inferred from Order Calanoida
695,Rhizosolenia_crassa,Diatoms,Copepodite,Zooplankton,Hunter,Heterotroph,Mullin_1963,https://doi.org/10.4319/lo.1963.8.2.0239,Inferred from Calanus
696,Strobilidium_sp,Ciliates,Copepodite,Zooplankton,Hunter,Heterotroph,Saiz&Calbet_2007,https://doi.org/10.4319/lo.2007.52.2.0668,Inferred from Order Calanoida
697,Strombidinopsis_sp,Ciliates,Copepodite,Zooplankton,Hunter,Heterotroph,Saiz&Calbet_2007,https://doi.org/10.4319/lo.2007.52.2.0668,Inferred from Order Calanoida
698,Strombidium_conicum,Ciliates,Copepodite,Zooplankton,Hunter,Heterotroph,Saiz&Calbet_2007,https://doi.org/10.4319/lo.2007.52.2.0668,Inferred from Order Calanoida
699,Strombidium_sp,Ciliates,Copepodite,Zooplankton,Hunter,Heterotroph,Saiz&Calbet_2007,https://doi.org/10.4319/lo.2007.52.2.0668,Inferred from Order Calanoida
700,Detritus,Non-living,Coperonus_comptus,Isopoda,Deposit-feeder,Detritus,Doti_pers.com.,NA,
701,Foraminifera,Foraminifera,Coperonus_comptus,Isopoda,Deposit-feeder,Primary producer,Doti_pers.com.,NA,
702,Zooplankton *,Zooplankton,Coryne_sp,Cnidaria,Suspension-feeder,Heterotroph,Encyclopedia of Life,https://eol.org/pages/46550110,* need to be more specific (which Zooplankton?)
703,Austrocidaris_canaliculata,Echinodermata,Cosmasterias_lurida,Echinodermata,Hunter,Heterotroph,Fraysse_pers.com.,NA,Inferred from Echinoidea
704,Austrocidaris_spinulosida,Echinodermata,Cosmasterias_lurida,Echinodermata,Hunter,Heterotroph,Fraysse_pers.com.,NA,Inferred from Echinoidea
705,Callochiton_puniceus,Polyplacophora,Cosmasterias_lurida,Echinodermata,Hunter,Heterotroph,Fraysse_pers.com.,NA,Inferred from Chitons
706,Leptochiton_kerguelensis,Polyplacophora,Cosmasterias_lurida,Echinodermata,Hunter,Heterotroph,Fraysse_pers.com.,NA,Inferred from Chitons
707,Leptochiton_medinae,Polyplacophora,Cosmasterias_lurida,Echinodermata,Hunter,Heterotroph,Fraysse_pers.com.,NA,Inferred from Chitons
708,Necromass,Non-living,Cosmasterias_lurida,Echinodermata,Scavenger,Necromass,Fraysse_pers.com.,NA,
709,Nuttallochiton_hyadesi,Polyplacophora,Cosmasterias_lurida,Echinodermata,Hunter,Heterotroph,Fraysse_pers.com.,NA,Inferred from Chitons
710,Nuttallochiton_martiali,Polyplacophora,Cosmasterias_lurida,Echinodermata,Hunter,Heterotroph,Fraysse_pers.com.,NA,Inferred from Chitons
711,Pseudechinus_magellanicus,Echinodermata,Cosmasterias_lurida,Echinodermata,Hunter,Heterotroph,Fraysse_pers.com.,NA,Inferred from Echinoidea
712,Schizasteridae,Echinodermata,Cosmasterias_lurida,Echinodermata,Hunter,Heterotroph,Fraysse_pers.com.,NA,Inferred from Echinoidea
713,Sterechinus_agassizii,Echinodermata,Cosmasterias_lurida,Echinodermata,Hunter,Heterotroph,Fraysse_pers.com.,NA,Inferred from Echinoidea
714,Tonicia_lebruni,Polyplacophora,Cosmasterias_lurida,Echinodermata,Hunter,Heterotroph,Fraysse_pers.com.,NA,Inferred from Chitons
715,Callochiton_puniceus,Polyplacophora,Cosmasterias_lurida *,Echinodermata,Hunter,Heterotroph,Urteaga_pers.com.,NA,* consultar con expertas en Asteroidea por disco oral (1-4 cm tamaño quitones)
716,Leptochiton_kerguelensis,Polyplacophora,Cosmasterias_lurida *,Echinodermata,Hunter,Heterotroph,Urteaga_pers.com.,NA,* consultar con expertas en Asteroidea por disco oral (1-4 cm tamaño quitones)
717,Leptochiton_medinae,Polyplacophora,Cosmasterias_lurida *,Echinodermata,Hunter,Heterotroph,Urteaga_pers.com.,NA,* consultar con expertas en Asteroidea por disco oral (1-4 cm tamaño quitones)
718,Nuttallochiton_hyadesi,Polyplacophora,Cosmasterias_lurida *,Echinodermata,Hunter,Heterotroph,Urteaga_pers.com.,NA,* consultar con expertas en Asteroidea por disco oral (1-4 cm tamaño quitones)
719,Nuttallochiton_martiali,Polyplacophora,Cosmasterias_lurida *,Echinodermata,Hunter,Heterotroph,Urteaga_pers.com.,NA,* consultar con expertas en Asteroidea por disco oral (1-4 cm tamaño quitones)
720,Tonicia_lebruni,Polyplacophora,Cosmasterias_lurida *,Echinodermata,Hunter,Heterotroph,Urteaga_pers.com.,NA,* consultar con expertas en Asteroidea por disco oral (1-4 cm tamaño quitones)
721,Actiniaria *,Cnidaria,Cottoperca_trigloides,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky&Arkhipkin_2003,https://doi.org/10.1046/j.1439-0426.2003.00340.x,
722,Agonopsis_chiloensis,Fish_BenPel,Cottoperca_trigloides,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky&Arkhipkin_2003,https://doi.org/10.1046/j.1439-0426.2003.00340.x,
723,Amphipoda *,Amphipoda,Cottoperca_trigloides,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky&Arkhipkin_2003,https://doi.org/10.1046/j.1439-0426.2003.00340.x,
724,Asteroidea *,Echinodermata,Cottoperca_trigloides,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky&Arkhipkin_2003,https://doi.org/10.1046/j.1439-0426.2003.00340.x,
725,Bathyraja_albomaculata,Fish_Demersal,Cottoperca_trigloides,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky&Arkhipkin_2003,https://doi.org/10.1046/j.1439-0426.2003.00340.x,
726,Bathyraja_brachyurops,Fish_Demersal,Cottoperca_trigloides,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky&Arkhipkin_2003,https://doi.org/10.1046/j.1439-0426.2003.00340.x,
727,Cottoperca_trigloides,Fish_BenPel,Cottoperca_trigloides,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky&Arkhipkin_2003,https://doi.org/10.1046/j.1439-0426.2003.00340.x,
728,Dissostichus_eleginoides,Fish_BenPel,Cottoperca_trigloides,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky&Arkhipkin_2003,https://doi.org/10.1046/j.1439-0426.2003.00340.x,
729,Euphausia_spp,Zooplankton,Cottoperca_trigloides,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky&Arkhipkin_2003,https://doi.org/10.1046/j.1439-0426.2003.00340.x,Inferred from Euphausiacea
730,Gastropoda *,Gastropoda,Cottoperca_trigloides,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky&Arkhipkin_2003,https://doi.org/10.1046/j.1439-0426.2003.00340.x,
731,Iluocoetes_fimbriatus,Fish_Demersal,Cottoperca_trigloides,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky&Arkhipkin_2003,https://doi.org/10.1046/j.1439-0426.2003.00340.x,
732,Isopoda *,Isopoda,Cottoperca_trigloides,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky&Arkhipkin_2003,https://doi.org/10.1046/j.1439-0426.2003.00340.x,
733,Macruronus_novaezelandiae,Fish_BenPel,Cottoperca_trigloides,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky&Arkhipkin_2003,https://doi.org/10.1046/j.1439-0426.2003.00340.x,
734,Micromesistius_australis,Fish_Pel,Cottoperca_trigloides,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky&Arkhipkin_2003; Vinuesa&Varisco_2007,https://doi.org/10.1046/j.1439-0426.2003.00340.x; http://dx.doi.org/10.4067/S0717-71782007000200003,
735,Munida_gregaria,Decapoda,Cottoperca_trigloides,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky&Arkhipkin_2003; Vinuesa&Varisco_2007,https://doi.org/10.1046/j.1439-0426.2003.00340.x; http://dx.doi.org/10.4067/S0717-71782007000200003,
736,Munida_gregaria,Decapoda,Cottoperca_trigloides,Fish_BenPel,Hunter,Heterotroph,Vinuesa&Varisco_2007,http://dx.doi.org/10.4067/S0717-71782007000200003,
737,Necromass,Non-living,Cottoperca_trigloides,Fish_BenPel,Scavenger,Necromass,Laptikhovsky&Arkhipkin_2003,https://doi.org/10.1046/j.1439-0426.2003.00340.x,
738,Ophiuroidea *,Echinodermata,Cottoperca_trigloides,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky&Arkhipkin_2003,https://doi.org/10.1046/j.1439-0426.2003.00340.x,
739,Patagonotothen_ramsayi,Fish_BenPel,Cottoperca_trigloides,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky&Arkhipkin_2003,https://doi.org/10.1046/j.1439-0426.2003.00340.x,
740,Polychaeta *,Polychaeta,Cottoperca_trigloides,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky&Arkhipkin_2003,https://doi.org/10.1046/j.1439-0426.2003.00340.x,
741,Salilota_australis,Fish_Demersal,Cottoperca_trigloides,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky&Arkhipkin_2003; Vinuesa&Varisco_2007,https://doi.org/10.1046/j.1439-0426.2003.00340.x; http://dx.doi.org/10.4067/S0717-71782007000200003,
742,Sprattus_fuegensis,Fish_Pel,Cottoperca_trigloides,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky&Arkhipkin_2003,https://doi.org/10.1046/j.1439-0426.2003.00340.x,
743,Thymops_birsteini,Decapoda,Cottoperca_trigloides,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky&Arkhipkin_2003,https://doi.org/10.1046/j.1439-0426.2003.00340.x,
744,Tinerfe_cyanea,Zooplankton,Cottoperca_trigloides,Fish_BenPel,Hunter,Heterotroph,Mianzan_etal_1996,https://doi.org/10.1016/0165-7836(95)00459-9,
745,Acanthoserolis_schythei,Isopoda,Cottunculus_granulosus,Fish_Demersal,Hunter,Heterotroph,Laptikhovsky&Brickle_2011,https://doi.org/10.1007/s00300-011-0992-3,Inferred from Serolis_sp
746,Amphipoda *,Amphipoda,Cottunculus_granulosus,Fish_Demersal,Hunter,Heterotroph,Laptikhovsky&Brickle_2011,https://doi.org/10.1007/s00300-011-0992-3,
747,Coelorinchus_fasciatus,Fish_Demersal,Cottunculus_granulosus,Fish_Demersal,Hunter,Heterotroph,Laptikhovsky&Brickle_2011,https://doi.org/10.1007/s00300-011-0992-3,
748,Colossendeis_megalonyx,Benthos_Misc,Cottunculus_granulosus,Fish_Demersal,Hunter,Heterotroph,Laptikhovsky&Brickle_2011,https://doi.org/10.1007/s00300-011-0992-3,
749,Eggs_Fish,Zooplankton,Cottunculus_granulosus,Fish_Demersal,Hunter,Heterotroph,Laptikhovsky&Brickle_2011,https://doi.org/10.1007/s00300-011-0992-3,
750,Enteroctopus_megalocyathus,Cephalopoda,Cottunculus_granulosus,Fish_Demersal,Hunter,Heterotroph,Laptikhovsky&Brickle_2011,https://doi.org/10.1007/s00300-011-0992-3,
751,Euphausia_spp,Zooplankton,Cottunculus_granulosus,Fish_Demersal,Hunter,Heterotroph,Laptikhovsky&Brickle_2011,https://doi.org/10.1007/s00300-011-0992-3,
752,Munida_gregaria,Decapoda,Cottunculus_granulosus,Fish_Demersal,Hunter,Heterotroph,Laptikhovsky&Brickle_2011,https://doi.org/10.1007/s00300-011-0992-3,
753,Neoserolis_exigua,Isopoda,Cottunculus_granulosus,Fish_Demersal,Hunter,Heterotroph,Laptikhovsky&Brickle_2011,https://doi.org/10.1007/s00300-011-0992-3,Inferred from Serolis_sp
754,Ophiuroidea *,Echinodermata,Cottunculus_granulosus,Fish_Demersal,Hunter,Heterotroph,Laptikhovsky&Brickle_2011,https://doi.org/10.1007/s00300-011-0992-3,
755,Patagonotothen_ramsayi,Fish_BenPel,Cottunculus_granulosus,Fish_Demersal,Hunter,Heterotroph,Laptikhovsky&Brickle_2011,https://doi.org/10.1007/s00300-011-0992-3,
