ID,Prey,PreyGroup,Predator,PredGroup,PredStrategy,FoodSource,Reference,Reference_link,Observation
499,Dissostichus_eleginoides,Fish_BenPel,Bathyraja_griseocauda,Fish_Chond,Hunter,Heterotroph,Brickle_etal_2003,https://doi.org/10.1017/S0025315403008373h,
500,Patagonotothen_cornucola,Fish_BenPel,Bathyraja_griseocauda,Fish_Chond,Hunter,Heterotroph,Brickle_etal_2003,https://doi.org/10.1017/S0025315403008373h,
501,Patagonotothen_elegans,Fish_BenPel,Bathyraja_griseocauda,Fish_Chond,Hunter,Heterotroph,Brickle_etal_2003,https://doi.org/10.1017/S0025315403008373h,
502,Patagonotothen_guntheri,Fish_BenPel,Bathyraja_griseocauda,Fish_Chond,Hunter,Heterotroph,Brickle_etal_2003,https://doi.org/10.1017/S0025315403008373h,
503,Patagonotothen_ramsayi,Fish_BenPel,Bathyraja_griseocauda,Fish_Chond,Hunter,Heterotroph,Brickle_etal_2003,https://doi.org/10.1017/S0025315403008373h,
504,Bathyraja_griseocauda,Fish_Demersal,Bathyraja_griseocauda,Fish_Chond,Hunter,Heterotroph,Brickle_etal_2003,https://doi.org/10.1017/S0025315403008373h,
505,Bathyraja_multispinis,Fish_Demersal,Bathyraja_griseocauda,Fish_Chond,Hunter,Heterotroph,Brickle_etal_2003,https://doi.org/10.1017/S0025315403008373h,
506,Bathyraja_scaphiops,Fish_Demersal,Bathyraja_griseocauda,Fish_Chond,Hunter,Heterotroph,Brickle_etal_2003,https://doi.org/10.1017/S0025315403008373h,
507,Myxine_spp,Fish_Demersal,Bathyraja_griseocauda,Fish_Chond,Hunter,Heterotroph,Brickle_etal_2003,https://doi.org/10.1017/S0025315403008373h,
508,Psammobatis_rudis,Fish_Demersal,Bathyraja_griseocauda,Fish_Chond,Hunter,Heterotroph,Brickle_etal_2003,https://doi.org/10.1017/S0025315403008373h,
509,Micromesistius_australis,Fish_Pel,Bathyraja_griseocauda,Fish_Chond,Hunter,Heterotroph,Brickle_etal_2003,https://doi.org/10.1017/S0025315403008373h,
510,Sprattus_fuegensis,Fish_Pel,Bathyraja_griseocauda,Fish_Chond,Hunter,Heterotroph,Brickle_etal_2003,https://doi.org/10.1017/S0025315403008373h,
511,Buccinidae *,Gastropoda,Bathyraja_griseocauda,Fish_Chond,Hunter,Heterotroph,Brickle_etal_2003,https://doi.org/10.1017/S0025315403008373h,* need to be more specific (which Buccinidae?)
512,Isopoda *,Isopoda,Bathyraja_griseocauda,Fish_Chond,Hunter,Heterotroph,Brickle_etal_2003,https://doi.org/10.1017/S0025315403008373h,* need to be more specific (which Isopoda?)
513,Polychaeta *,Polychaeta,Bathyraja_griseocauda,Fish_Chond,Hunter,Heterotroph,Brickle_etal_2003,https://doi.org/10.1017/S0025315403008373h,* need to be more specific (which Polychaeta?)
514,Euphausia_spp,Zooplankton,Bathyraja_griseocauda,Fish_Chond,Hunter,Heterotroph,Brickle_etal_2003,https://doi.org/10.1017/S0025315403008373h,
515,Themisto_gaudichaudii,Zooplankton,Bathyraja_griseocauda,Fish_Chond,Hunter,Heterotroph,Brickle_etal_2003; Bellegia_etal_2014,https://doi.org/10.1017/S0025315403008373h; https://www.researchgate.net/publication/273057654_The_diets_of_four_Bathyraja_skates_Elasmobranchii_Arhynchobatidae_from_the_Southwest_Atlantic,
516,Pagurus_comptus,Decapoda,Bathyraja_griseocauda,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2014,https://www.researchgate.net/publication/273057654_The_diets_of_four_Bathyraja_skates_Elasmobranchii_Arhynchobatidae_from_the_Southwest_Atlantic,
517,Pagurus_forceps,Decapoda,Bathyraja_griseocauda,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2014,https://www.researchgate.net/publication/273057654_The_diets_of_four_Bathyraja_skates_Elasmobranchii_Arhynchobatidae_from_the_Southwest_Atlantic,Inferred from Pagurus_spp
518,Libidoclaea_granaria,Decapoda,Bathyraja_griseocauda,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2014,https://www.researchgate.net/publication/273057654_The_diets_of_four_Bathyraja_skates_Elasmobranchii_Arhynchobatidae_from_the_Southwest_Atlantic,
519,Macruronus_novaezelandiae,Fish_BenPel,Bathyraja_griseocauda,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2014,https://www.researchgate.net/publication/273057654_The_diets_of_four_Bathyraja_skates_Elasmobranchii_Arhynchobatidae_from_the_Southwest_Atlantic,
520,Genypterus_blacodes,Fish_Demersal,Bathyraja_griseocauda,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2014,https://www.researchgate.net/publication/273057654_The_diets_of_four_Bathyraja_skates_Elasmobranchii_Arhynchobatidae_from_the_Southwest_Atlantic,
521,Odontocymbiola_magellanica,Gastropoda,Bathyraja_griseocauda,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2014,https://www.researchgate.net/publication/273057654_The_diets_of_four_Bathyraja_skates_Elasmobranchii_Arhynchobatidae_from_the_Southwest_Atlantic,
522,Neoserolis_exigua,Isopoda,Bathyraja_griseocauda,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2014,https://www.researchgate.net/publication/273057654_The_diets_of_four_Bathyraja_skates_Elasmobranchii_Arhynchobatidae_from_the_Southwest_Atlantic,Inferred from Serolidae
523,Acanthoserolis_schythei,Isopoda,Bathyraja_griseocauda,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2014,https://www.researchgate.net/publication/273057654_The_diets_of_four_Bathyraja_skates_Elasmobranchii_Arhynchobatidae_from_the_Southwest_Atlantic,
524,Maldanidae,Polychaeta,Bathyraja_macloviana,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2019,https://doi.org/10.1007/s10750-019-04027-w,
525,Travisia_kerguelensis,Polychaeta,Bathyraja_macloviana,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2019,https://doi.org/10.1007/s10750-019-04027-w,Inferred from Travisia spp.
526,Glycera_spp,Polychaeta,Bathyraja_macloviana,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2019,https://doi.org/10.1007/s10750-019-04027-w,Inferred from Glyceridae
527,Lumbrineridae,Polychaeta,Bathyraja_macloviana,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2019,https://doi.org/10.1007/s10750-019-04027-w,
528,Nephtys_sp,Polychaeta,Bathyraja_macloviana,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2019,https://doi.org/10.1007/s10750-019-04027-w,Inferred from Nephtyidae
529,Tinerfe_cyanea,Zooplankton,Bathyraja_macloviana,Fish_Chond,Hunter,Heterotroph,Mianzan_etal_1996,https://doi.org/10.1016/0165-7836(95)00459-9,
530,Nicolea_chilensis,Polychaeta,Bathyraja_macloviana,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2019,https://doi.org/10.1007/s10750-019-04027-w,Inferred from Terebellidae
531,Pista_spp,Polychaeta,Bathyraja_macloviana,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2019,https://doi.org/10.1007/s10750-019-04027-w,Inferred from Terebellidae
532,Terebellides_malvinensis,Polychaeta,Bathyraja_macloviana,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2019,https://doi.org/10.1007/s10750-019-04027-w,Inferred from Terebellidae
533,Thelepus_sp,Polychaeta,Bathyraja_macloviana,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2019,https://doi.org/10.1007/s10750-019-04027-w,Inferred from Terebellidae
534,Libidoclaea_granaria,Decapoda,Bathyraja_multispinis,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2014,https://www.researchgate.net/publication/273057654_The_diets_of_four_Bathyraja_skates_Elasmobranchii_Arhynchobatidae_from_the_Southwest_Atlantic,
535,Thymops_birsteini,Decapoda,Bathyraja_multispinis,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2014,https://www.researchgate.net/publication/273057654_The_diets_of_four_Bathyraja_skates_Elasmobranchii_Arhynchobatidae_from_the_Southwest_Atlantic,
536,Grimothea_spinosa,Decapoda,Bathyraja_multispinis,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2014,https://www.researchgate.net/publication/273057654_The_diets_of_four_Bathyraja_skates_Elasmobranchii_Arhynchobatidae_from_the_Southwest_Atlantic,
537,Pagurus_comptus,Decapoda,Bathyraja_multispinis,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2014,https://www.researchgate.net/publication/273057654_The_diets_of_four_Bathyraja_skates_Elasmobranchii_Arhynchobatidae_from_the_Southwest_Atlantic,
538,Neoserolis_exigua,Isopoda,Bathyraja_multispinis,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2014,https://www.researchgate.net/publication/273057654_The_diets_of_four_Bathyraja_skates_Elasmobranchii_Arhynchobatidae_from_the_Southwest_Atlantic,Inferred from Serolidae
539,Acanthoserolis_schythei,Isopoda,Bathyraja_multispinis,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2014,https://www.researchgate.net/publication/273057654_The_diets_of_four_Bathyraja_skates_Elasmobranchii_Arhynchobatidae_from_the_Southwest_Atlantic,
540,Nicolea_chilensis,Polychaeta,Bathyraja_multispinis,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2014,https://www.researchgate.net/publication/273057654_The_diets_of_four_Bathyraja_skates_Elasmobranchii_Arhynchobatidae_from_the_Southwest_Atlantic,Inferred from Terebellidae
541,Pista_spp,Polychaeta,Bathyraja_multispinis,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2014,https://www.researchgate.net/publication/273057654_The_diets_of_four_Bathyraja_skates_Elasmobranchii_Arhynchobatidae_from_the_Southwest_Atlantic,Inferred from Terebellidae
542,Terebellides_malvinensis,Polychaeta,Bathyraja_multispinis,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2014,https://www.researchgate.net/publication/273057654_The_diets_of_four_Bathyraja_skates_Elasmobranchii_Arhynchobatidae_from_the_Southwest_Atlantic,Inferred from Terebellidae
543,Thelepus_sp,Polychaeta,Bathyraja_multispinis,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2014,https://www.researchgate.net/publication/273057654_The_diets_of_four_Bathyraja_skates_Elasmobranchii_Arhynchobatidae_from_the_Southwest_Atlantic,Inferred from Terebellidae
544,Themisto_gaudichaudii,Zooplankton,Bathyraja_scaphiops,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2014,https://www.researchgate.net/publication/273057654_The_diets_of_four_Bathyraja_skates_Elasmobranchii_Arhynchobatidae_from_the_Southwest_Atlantic,
545,Patagonotothen_cornucola,Fish_BenPel,Bathyraja_scaphiops,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2014,https://www.researchgate.net/publication/273057654_The_diets_of_four_Bathyraja_skates_Elasmobranchii_Arhynchobatidae_from_the_Southwest_Atlantic,Inferred from Patagonotothen_spp
546,Patagonotothen_elegans,Fish_BenPel,Bathyraja_scaphiops,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2014,https://www.researchgate.net/publication/273057654_The_diets_of_four_Bathyraja_skates_Elasmobranchii_Arhynchobatidae_from_the_Southwest_Atlantic,Inferred from Patagonotothen_spp
547,Patagonotothen_guntheri,Fish_BenPel,Bathyraja_scaphiops,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2014,https://www.researchgate.net/publication/273057654_The_diets_of_four_Bathyraja_skates_Elasmobranchii_Arhynchobatidae_from_the_Southwest_Atlantic,Inferred from Patagonotothen_spp
548,Patagonotothen_ramsayi,Fish_BenPel,Bathyraja_scaphiops,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2014,https://www.researchgate.net/publication/273057654_The_diets_of_four_Bathyraja_skates_Elasmobranchii_Arhynchobatidae_from_the_Southwest_Atlantic,Inferred from Patagonotothen_spp
549,Patagonotothen_kreffti,Fish_BenPel,Bathyraja_scaphiops,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2014,https://www.researchgate.net/publication/273057654_The_diets_of_four_Bathyraja_skates_Elasmobranchii_Arhynchobatidae_from_the_Southwest_Atlantic,Inferred from Patagonotothen_spp
550,Neoserolis_exigua,Isopoda,Bathyraja_scaphiops,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2014,https://www.researchgate.net/publication/273057654_The_diets_of_four_Bathyraja_skates_Elasmobranchii_Arhynchobatidae_from_the_Southwest_Atlantic,Inferred from Serolidae
551,Acanthoserolis_schythei,Isopoda,Bathyraja_scaphiops,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2014,https://www.researchgate.net/publication/273057654_The_diets_of_four_Bathyraja_skates_Elasmobranchii_Arhynchobatidae_from_the_Southwest_Atlantic,Inferred from Serolidae
552,Detritus,Non-living,Boccardia_sp,Polychaeta,Deposit-feeder,Detritus,Jumars_etal_2015,https://doi.org/10.1146/annurev-marine-010814-020007,
553,Orbiniidae,Polychaeta,Boccardia_sp,Polychaeta,Hunter,Heterotroph,Encyclopedia of Life,https://eol.org/pages/157,
554,Bacteria,Bacteria,Boccardia_sp,Polychaeta,Deposit-feeder,Bacteria,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Boccardia,
555,Diatoms_benthic,Diatoms,Boccardia_sp,Polychaeta,Deposit-feeder,Primary producer,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Boccardia,Inferred from Bacillariophyceae
556,Diatoms_centric,Diatoms,Boccardia_sp,Polychaeta,Deposit-feeder,Primary producer,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Boccardia,Inferred from Bacillariophyceae
557,Diatoms_pennate,Diatoms,Boccardia_sp,Polychaeta,Deposit-feeder,Primary producer,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Boccardia,Inferred from Bacillariophyceae
558,Foraminifera,Foraminifera,Boccardia_sp,Polychaeta,Deposit-feeder,Primary producer,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Foraminifera,
559,Zooplankton *,Zooplankton,Bougainvillia_macloviana,Cnidaria,Suspension-feeder,Heterotroph,Encyclopedia of Life,https://eol.org/pages/46550398,* need to be more specific (which Zooplankton?)
560,Diatoms_centric,Diatoms,Bryozoa,Bryozoa,Suspension-feeder,Primary producer,Riisgard&Manriquez_1997,https://doi.org/10.3354/meps154223,Inferred from Brachiopoda
561,Diatoms_pennate,Diatoms,Bryozoa,Bryozoa,Suspension-feeder,Primary producer,Riisgard&Manriquez_1997,https://doi.org/10.3354/meps154223,Inferred from Brachiopoda
562,Dinoflagellates_heterosol,Dinoflagellates,Bryozoa,Bryozoa,Suspension-feeder,Heterotroph,Riisgard&Manriquez_1997,https://doi.org/10.3354/meps154223,Inferred from Brachiopoda
563,Zooplankton *,Zooplankton,Bryozoa,Bryozoa,Suspension-feeder,Heterotroph,Encyclopedia of Life,https://eol.org/pages/2974308,* need to be more specific (which Zooplankton?)
564,Diatoms_centric,Diatoms,Bryozoa,Bryozoa,Suspension-feeder,Primary producer,Riisgard&Manriquez_1997,https://doi.org/10.3354/meps154223,Inferred from Bryozoa
565,Diatoms_pennate,Diatoms,Bryozoa,Bryozoa,Suspension-feeder,Primary producer,Riisgard&Manriquez_1997,https://doi.org/10.3354/meps154223,Inferred from Bryozoa
566,Dinoflagellates_heterosol,Dinoflagellates,Bryozoa,Bryozoa,Suspension-feeder,Heterotroph,Riisgard&Manriquez_1997,https://doi.org/10.3354/meps154223,Inferred from Bryozoa
567,Eunereis_patagonica,Polychaeta,Buccinidae *,Gastropoda,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Nereididae,* need to be more specific (which Buccinidae?)
568,Nicon_maculata,Polychaeta,Buccinidae *,Gastropoda,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Nereididae,* need to be more specific (which Buccinidae?)
569,Eteone_aurantiaca,Polychaeta,Buccinidae *,Gastropoda,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Phyllodocidae,* need to be more specific (which Buccinidae?)
570,Eteone_sp,Polychaeta,Buccinidae *,Gastropoda,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Phyllodocidae,* need to be more specific (which Buccinidae?)
571,Sabellidae,Polychaeta,Buccinidae *,Gastropoda,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Sabellidae,* need to be more specific (which Buccinidae?)
572,Necromass,Non-living,Buccinidae *,Gastropoda,Scavenger,Necromass,Pastorino_pers.com.,NA,* need to be more specific (which Buccinidae?)
573,Detritus,Non-living,Caecianiropsis_ectiformis,Isopoda,Deposit-feeder,Detritus,Doti_pers.com.,NA,
574,Cyrtostrombidium_sp,Ciliates,Calanus_spp,Copepoda,Suspension-feeder,Heterotroph,Schultes_etal_2006,https://doi.org/10.1016/j.jembe.2006.06.028,Aggregated: Calanus_australis and Calanus_simillimus
575,Laboea_strobila,Ciliates,Calanus_spp,Copepoda,Suspension-feeder,Heterotroph,Schultes_etal_2006,https://doi.org/10.1016/j.jembe.2006.06.028,Aggregated: Calanus_australis and Calanus_simillimus
576,Lohmanniella_sp,Ciliates,Calanus_spp,Copepoda,Suspension-feeder,Heterotroph,Schultes_etal_2006,https://doi.org/10.1016/j.jembe.2006.06.028,Aggregated: Calanus_australis and Calanus_simillimus
577,Strobilidium_sp,Ciliates,Calanus_spp,Copepoda,Suspension-feeder,Heterotroph,Schultes_etal_2006,https://doi.org/10.1016/j.jembe.2006.06.028,Aggregated: Calanus_australis and Calanus_simillimus
578,Strombidinopsis_sp,Ciliates,Calanus_spp,Copepoda,Suspension-feeder,Heterotroph,Schultes_etal_2006,https://doi.org/10.1016/j.jembe.2006.06.028,Aggregated: Calanus_australis and Calanus_simillimus
579,Strombidium_conicum,Ciliates,Calanus_spp,Copepoda,Suspension-feeder,Heterotroph,Schultes_etal_2006,https://doi.org/10.1016/j.jembe.2006.06.028,Aggregated: Calanus_australis and Calanus_simillimus
580,Strombidium_sp,Ciliates,Calanus_spp,Copepoda,Suspension-feeder,Heterotroph,Schultes_etal_2006,https://doi.org/10.1016/j.jembe.2006.06.028,Aggregated: Calanus_australis and Calanus_simillimus
581,Fragilariopsis_kerguelensis,Diatoms,Calanus_spp,Copepoda,Suspension-feeder,Primary producer,Schultes_etal_2006,https://doi.org/10.1016/j.jembe.2006.06.028,Aggregated: Calanus_australis and Calanus_simillimus
582,Navicula_sp,Diatoms,Calanus_spp,Copepoda,Suspension-feeder,Primary producer,Schultes_etal_2006,https://doi.org/10.1016/j.jembe.2006.06.028,Aggregated: Calanus_australis and Calanus_simillimus
583,Pseudonitzschia_sp,Diatoms,Calanus_spp,Copepoda,Suspension-feeder,Primary producer,Schultes_etal_2006,https://doi.org/10.1016/j.jembe.2006.06.028,Aggregated: Calanus_australis and Calanus_simillimus
584,Rhizosolenia_crassa,Diatoms,Calanus_spp,Copepoda,Suspension-feeder,Primary producer,Schultes_etal_2006,https://doi.org/10.1016/j.jembe.2006.06.028,Aggregated: Calanus_australis and Calanus_simillimus
585,Thalassionema_nitzschioides,Diatoms,Calanus_spp,Copepoda,Suspension-feeder,Primary producer,Schultes_etal_2006,https://doi.org/10.1016/j.jembe.2006.06.028,Aggregated: Calanus_australis and Calanus_simillimus
586,Azadinium_sp,Dinoflagellates,Calanus_spp,Copepoda,Suspension-feeder,Primary producer,Schultes_etal_2006,https://doi.org/10.1016/j.jembe.2006.06.028,Aggregated: Calanus_australis and Calanus_simillimus
587,Dinophysis_acuminata,Dinoflagellates,Calanus_spp,Copepoda,Suspension-feeder,Primary producer,Schultes_etal_2006,https://doi.org/10.1016/j.jembe.2006.06.028,Aggregated: Calanus_australis and Calanus_simillimus
588,Gymnodinium_sp,Dinoflagellates,Calanus_spp,Copepoda,Suspension-feeder,Primary producer,Schultes_etal_2006,https://doi.org/10.1016/j.jembe.2006.06.028,Aggregated: Calanus_australis and Calanus_simillimus
589,Gyrodinium_sp,Dinoflagellates,Calanus_spp,Copepoda,Suspension-feeder,Primary producer,Schultes_etal_2006,https://doi.org/10.1016/j.jembe.2006.06.028,Aggregated: Calanus_australis and Calanus_simillimus
590,Gyrodinium_spirale,Dinoflagellates,Calanus_spp,Copepoda,Suspension-feeder,Primary producer,Schultes_etal_2006,https://doi.org/10.1016/j.jembe.2006.06.028,Aggregated: Calanus_australis and Calanus_simillimus
591,Protoperidinium_sp,Dinoflagellates,Calanus_spp,Copepoda,Suspension-feeder,Primary producer,Schultes_etal_2006,https://doi.org/10.1016/j.jembe.2006.06.028,Aggregated: Calanus_australis and Calanus_simillimus
592,Dictyocha_speculum,Silicoflagellates,Calanus_spp,Copepoda,Suspension-feeder,Primary producer,Schultes_etal_2006,https://doi.org/10.1016/j.jembe.2006.06.028,Aggregated: Calanus_australis and Calanus_simillimus
593,Detritus,Non-living,Calanus_spp,Copepoda,Suspension-feeder,Detritus,Atkinson_1998,https://doi.org/10.1016/S0924-7963(97)00081-X,Aggregated: Calanus_australis and Calanus_simillimus
594,Emiliania_huxleyi,Coccolithophorids,Calanus_spp,Copepoda,Suspension-feeder,Primary producer,Antacli_etal_2014,https://doi.org/10.1590/S1679-87592014073406204,Aggregated: Calanus_australis and Calanus_simillimus
595,Phaeocystis_antarctica,Coccolithophorids,Calanus_spp,Copepoda,Suspension-feeder,Primary producer,Antacli_etal_2014,https://doi.org/10.1590/S1679-87592014073406204,Aggregated: Calanus_australis and Calanus_simillimus
596,Fragilariopsis_kerguelensis,Diatoms,Calanus_spp,Copepoda,Suspension-feeder,Primary producer,Antacli_etal_2014,https://doi.org/10.1590/S1679-87592014073406204,Aggregated: Calanus_australis and Calanus_simillimus
597,Paralia_sulcata,Diatoms,Calanus_spp,Copepoda,Suspension-feeder,Primary producer,Antacli_etal_2014,https://doi.org/10.1590/S1679-87592014073406204,Aggregated: Calanus_australis and Calanus_simillimus
598,Rhizosolenia_crassa,Diatoms,Calanus_spp,Copepoda,Suspension-feeder,Primary producer,Antacli_etal_2014,https://doi.org/10.1590/S1679-87592014073406204,Aggregated: Calanus_australis and Calanus_simillimus
599,Protoperidinium_sp,Dinoflagellates,Calanus_spp,Copepoda,Suspension-feeder,Primary producer,Antacli_etal_2014,https://doi.org/10.1590/S1679-87592014073406204,Aggregated: Calanus_australis and Calanus_simillimus
600,Dictyocha_speculum,Silicoflagellates,Calanus_spp,Copepoda,Suspension-feeder,Primary producer,Antacli_etal_2014,https://doi.org/10.1590/S1679-87592014073406204,Aggregated: Calanus_australis and Calanus_simillimus
601,Bacteria,Bacteria,Calcarea,Porifera,Suspension-feeder,Bacteria,Leys&Eerkes-Medrano_2006,https://doi.org/10.2307/4134590,
602,Diatoms_benthic,Diatoms,Calcarea,Porifera,Suspension-feeder,Bacteria,Leys&Eerkes-Medrano_2006,https://doi.org/10.2307/4134590,
603,Diatoms_centric,Diatoms,Calcarea,Porifera,Suspension-feeder,Bacteria,Leys&Eerkes-Medrano_2006,https://doi.org/10.2307/4134590,
604,Diatoms_pennate,Diatoms,Calcarea,Porifera,Suspension-feeder,Bacteria,Leys&Eerkes-Medrano_2006,https://doi.org/10.2307/4134590,
605,Azadinium_sp,Dinoflagellates,Calcarea,Porifera,Suspension-feeder,Primary producer,Ruppert_etal_2004,"Ruppert, E. E., Fox, R. S., & Barnes, R. D. (2004). Invertebrate zoology: a functional evolutionary approach. Brooks/Cole Publishing Company.",Inferred from Porifera
606,Dinophysis_acuminata,Dinoflagellates,Calcarea,Porifera,Suspension-feeder,Primary producer,Ruppert_etal_2004,"Ruppert, E. E., Fox, R. S., & Barnes, R. D. (2004). Invertebrate zoology: a functional evolutionary approach. Brooks/Cole Publishing Company.",Inferred from Porifera
607,Foraminifera,Foraminifera,Calcarea,Porifera,Suspension-feeder,Heterotroph,Ruppert_etal_2004,"Ruppert, E. E., Fox, R. S., & Barnes, R. D. (2004). Invertebrate zoology: a functional evolutionary approach. Brooks/Cole Publishing Company.",Inferred from Porifera
608,Synechococcus_sp,Picophytoplankton,Calcarea,Porifera,Suspension-feeder,Primary producer,Ruppert_etal_2004,"Ruppert, E. E., Fox, R. S., & Barnes, R. D. (2004). Invertebrate zoology: a functional evolutionary approach. Brooks/Cole Publishing Company.",Inferred from Porifera
609,Dictyocha_speculum,Silicoflagellates,Calcarea,Porifera,Suspension-feeder,Primary producer,Ruppert_etal_2004,"Ruppert, E. E., Fox, R. S., & Barnes, R. D. (2004). Invertebrate zoology: a functional evolutionary approach. Brooks/Cole Publishing Company.",Inferred from Porifera
610,Porifera *,Porifera,Calliostoma_modestulum,Gastropoda,Hunter,Heterotroph,Pastorino_pers.com.,NA,* need to be more specific (which Porifera?)
611,Porifera *,Porifera,Calliostoma_moebiusi,Gastropoda,Hunter,Heterotroph,Pastorino_pers.com.,NA,* need to be more specific (which Porifera?)
612,Diatoms_benthic,Diatoms,Callochiton_puniceus,Polyplacophora,Grazer,Primary producer,Urteaga_pers.com.,NA,* which Phytoplankton is epiphytic? consultar con Ire y cia
613,Bryozoa,Bryozoa,Callochiton_puniceus,Polyplacophora,Grazer,Heterotroph,Urteaga_pers.com.,NA,"Inferred from Bryozoan colony form (Taylor et al. 2013, https://doi.org/10.1111/sed.12032)"
614,Detritus,Non-living,Callochiton_puniceus,Polyplacophora,Deposit-feeder,Detritus,Urteaga_pers.com.,NA,Congress abstract got from D Urteaga
615,Zooplankton *,Zooplankton,Campanularia_sp,Cnidaria,Suspension-feeder,Heterotroph,Encyclopedia of Life,https://eol.org/pages/46551752,* need to be more specific (which Zooplankton?)
616,Detritus,Non-living,Campanularia_sp,Cnidaria,Suspension-feeder,Detritus,Encyclopedia of Life,https://eol.org/pages/46551836,Inferred from Campanularidae (Obelia_spp)
617,Diatoms_benthic,Diatoms,Campylaspis_bacescui,Cumacea,Suspension-feeder,Primary producer,Blazewicz-Paszkowycz&Ligowski_2002,https://doi.org/10.1017/S0954102002000524,Taken from Campylaspis_maculata; * need to be more specific (which Bacillariophyceae?)
618,Diatoms_centric,Diatoms,Campylaspis_bacescui,Cumacea,Suspension-feeder,Primary producer,Blazewicz-Paszkowycz&Ligowski_2002,https://doi.org/10.1017/S0954102002000524,Taken from Campylaspis_maculata; * need to be more specific (which Bacillariophyceae?)
619,Diatoms_pennate,Diatoms,Campylaspis_bacescui,Cumacea,Suspension-feeder,Primary producer,Blazewicz-Paszkowycz&Ligowski_2002,https://doi.org/10.1017/S0954102002000524,Taken from Campylaspis_maculata; * need to be more specific (which Bacillariophyceae?)
620,Necromass,Non-living,Campylaspis_bacescui,Cumacea,Scavenger,Necromass,Blazewicz-Paszkowycz&Ligowski_2002,https://doi.org/10.1017/S0954102002000524,Inferred from Campylaspis_maculata
621,Polychaeta *,Polychaeta,Campylaspis_bacescui,Cumacea,Hunter,Heterotroph,Blazewicz-Paszkowycz&Ligowski_2002,https://doi.org/10.1017/S0954102002000524,Taken from Campylaspis_maculata; * need to be more specific (which Polychaeta?)
622,Polychaeta *,Polychaeta,Campylaspis_bacescui,Cumacea,Hunter,Heterotroph,Blazewicz-Paszkowycz&Ligowski_2002,https://doi.org/10.1017/S0954102002000524,Small infaunal polychaeta (< 5 mm); ask S. Callá
623,Calanus_spp,Copepoda,Campylaspis_bacescui,Cumacea,Hunter,Heterotroph,Blazewicz-Paszkowycz&Ligowski_2002,https://doi.org/10.1017/S0954102002000524,Aggregated: Calanus_australis and Calanus_simillimus
