ID,Prey,PreyGroup,Predator,PredGroup,PredStrategy,FoodSource,Reference,Reference_link,Observation
391,Nototheniidae *,Fish_BenPel,Balaenoptera_bonaerensis,MarineMammals_3,Suspension-feeder,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Balaenoptera%20bonaerensis,* need to be more specific (which Nototheniidae?)
392,Themisto_gaudichaudii,Zooplankton,Balaenoptera_borealis,MarineMammals_1,Suspension-feeder,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Balaenoptera%20borealis,
393,Calanus_spp,Copepoda,Balaenoptera_borealis,MarineMammals_1,Suspension-feeder,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Balaenoptera%20borealis,Aggregated: Calanus_australis and Calanus_simillimus
394,Euphausia_spp,Zooplankton,Balaenoptera_borealis,MarineMammals_1,Suspension-feeder,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Balaenoptera%20borealis,
395,Sprattus_fuegensis,Fish_Pel,Balaenoptera_borealis,MarineMammals_1,Suspension-feeder,Heterotroph,Riccialdelli_pers.com.,NA,
396,Clausocalanus_spp,Copepoda,Balaenoptera_borealis,MarineMammals_1,Suspension-feeder,Heterotroph,Riccialdelli_pers.com.,NA,Aggregated: Clausocalanus_brevipes and Clausocalanus_laticeps
397,Ctenocalanus_vanus,Copepoda,Balaenoptera_borealis,MarineMammals_1,Suspension-feeder,Heterotroph,Riccialdelli_pers.com.,NA,
398,Drepanopus_forcipatus,Copepoda,Balaenoptera_borealis,MarineMammals_1,Suspension-feeder,Heterotroph,Riccialdelli_pers.com.,NA,
399,Neocalanus_tonsus,Copepoda,Balaenoptera_borealis,MarineMammals_1,Suspension-feeder,Heterotroph,Riccialdelli_pers.com.,NA,
400,Oithona_spp,Copepoda,Balaenoptera_borealis,MarineMammals_1,Suspension-feeder,Heterotroph,Riccialdelli_pers.com.,NA,Aggregated: Oithona_atlantica and Oithona_similis
401,Rhincalanus_gigas,Copepoda,Balaenoptera_borealis,MarineMammals_1,Suspension-feeder,Heterotroph,Riccialdelli_pers.com.,NA,
402,Themisto_gaudichaudii,Zooplankton,Balaenoptera_borealis,MarineMammals_3,Suspension-feeder,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Balaenoptera%20borealis,
403,Grimothea_gregaria,Decapoda,Balaenoptera_borealis,MarineMammals_3,Suspension-feeder,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Balaenoptera%20borealis,
404,Grimothea_spinosa,Decapoda,Balaenoptera_borealis,MarineMammals_3,Suspension-feeder,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Balaenoptera%20borealis,
405,Themisto_gaudichaudii,Zooplankton,Balaenoptera_physalus,MarineMammals_1,Suspension-feeder,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Balaenoptera%20physalus,
406,Calanus_spp,Copepoda,Balaenoptera_physalus,MarineMammals_1,Suspension-feeder,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Balaenoptera%20physalus,Aggregated: Calanus_australis and Calanus_simillimus
407,Euphausia_spp,Zooplankton,Balaenoptera_physalus,MarineMammals_1,Suspension-feeder,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Balaenoptera%20physalus,
408,Neocalanus_tonsus,Copepoda,Balaenoptera_physalus,MarineMammals_1,Suspension-feeder,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Neocalanus%20tonsus,
409,Sprattus_fuegensis,Fish_Pel,Balaenoptera_physalus,MarineMammals_1,Suspension-feeder,Heterotroph,Riccialdelli_pers.com.,NA,
410,Clausocalanus_spp,Copepoda,Balaenoptera_physalus,MarineMammals_1,Suspension-feeder,Heterotroph,Riccialdelli_pers.com.,NA,Aggregated: Clausocalanus_brevipes and Clausocalanus_laticeps
411,Ctenocalanus_vanus,Copepoda,Balaenoptera_physalus,MarineMammals_1,Suspension-feeder,Heterotroph,Riccialdelli_pers.com.,NA,
412,Drepanopus_forcipatus,Copepoda,Balaenoptera_physalus,MarineMammals_1,Suspension-feeder,Heterotroph,Riccialdelli_pers.com.,NA,
413,Oithona_spp,Copepoda,Balaenoptera_physalus,MarineMammals_1,Suspension-feeder,Heterotroph,Riccialdelli_pers.com.,NA,Aggregated: Oithona_atlantica and Oithona_similis
414,Rhincalanus_gigas,Copepoda,Balaenoptera_physalus,MarineMammals_1,Suspension-feeder,Heterotroph,Riccialdelli_pers.com.,NA,
415,Grimothea_gregaria,Decapoda,Balaenoptera_physalus,MarineMammals_3,Suspension-feeder,Heterotroph,Encyclopedia of Life,https://eol.org/pages/46503328,
416,Grimothea_spinosa,Decapoda,Balaenoptera_physalus,MarineMammals_3,Suspension-feeder,Heterotroph,Encyclopedia of Life,https://eol.org/pages/46503328,
417,Themisto_gaudichaudii,Zooplankton,Balaenoptera_physalus,MarineMammals_3,Suspension-feeder,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Balaenoptera%20physalus,
418,Actinopterygii *,Fish_BenPel,Balaenoptera_physalus,MarineMammals_3,Suspension-feeder,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Balaenoptera%20physalus,* need to be more specific (which Actinopterygii?)
419,Sprattus_fuegensis,Fish_Pel,Balaenoptera_physalus,MarineMammals_3,Suspension-feeder,Heterotroph,Riccialdelli_pers.com.,NA,
420,Detritus,Non-living,Bathybiaster_loripes,Echinodermata,Deposit-feeder,Detritus,Dearborn_1977,Dearborn JH (1977) Foods and feeding characteristics of Antarctic asteroids and ophiuroids. In: Llano GA (ed) Adaptations within Antarctic ecosystems,
421,Astrotoma_agassizii,Echinodermata,Bathybiaster_loripes,Echinodermata,Hunter,Heterotroph,Encyclopedia of Life,https://eol.org/pages/45327659,
422,Harmothoe_sp,Polychaeta,Bathybiaster_loripes,Echinodermata,Hunter,Heterotroph,Encyclopedia of Life,https://eol.org/pages/45327659,
423,Polyeunoa_laevis,Polychaeta,Bathybiaster_loripes,Echinodermata,Hunter,Heterotroph,Encyclopedia of Life,https://eol.org/pages/45327659,
424,Dissostichus_eleginoides,Fish_BenPel,Bathyraja *,Fish_Chond,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Dissostichus%20eleginoides,* need to be more specific (which Bathyraja?)
425,Glycera_spp,Polychaeta,Bathyraja_albomaculata,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2019,https://doi.org/10.1007/s10750-019-04027-w,Inferred from Glyceridae
426,Tinerfe_cyanea,Zooplankton,Bathyraja_albomaculata,Fish_Chond,Hunter,Heterotroph,Mianzan_etal_1996,https://doi.org/10.1016/0165-7836(95)00459-9,
427,Themisto_gaudichaudii,Zooplankton,Bathyraja_albomaculata,Fish_Chond,Hunter,Heterotroph,Brickle_etal_2003,https://doi.org/10.1017/S0025315403008373h,
428,Grimothea_gregaria,Decapoda,Bathyraja_albomaculata,Fish_Chond,Hunter,Heterotroph,Brickle_etal_2003,https://doi.org/10.1017/S0025315403008373h,
429,Grimothea_spinosa,Decapoda,Bathyraja_albomaculata,Fish_Chond,Hunter,Heterotroph,Brickle_etal_2003,https://doi.org/10.1017/S0025315403008373h,
430,Thymops_birsteini,Decapoda,Bathyraja_albomaculata,Fish_Chond,Hunter,Heterotroph,Brickle_etal_2003,https://doi.org/10.1017/S0025315403008373h,
431,Asteroidea *,Echinodermata,Bathyraja_albomaculata,Fish_Chond,Hunter,Heterotroph,Brickle_etal_2003,https://doi.org/10.1017/S0025315403008373h,* need to be more specific (which Asteroidea?)
432,Ophiuroidea *,Echinodermata,Bathyraja_albomaculata,Fish_Chond,Hunter,Heterotroph,Brickle_etal_2003,https://doi.org/10.1017/S0025315403008373h,* need to be more specific (which Ophiuroidea?)
433,Dissostichus_eleginoides,Fish_BenPel,Bathyraja_albomaculata,Fish_Chond,Hunter,Heterotroph,Brickle_etal_2003,https://doi.org/10.1017/S0025315403008373h,
434,Patagonotothen_ramsayi,Fish_BenPel,Bathyraja_albomaculata,Fish_Chond,Hunter,Heterotroph,Brickle_etal_2003,https://doi.org/10.1017/S0025315403008373h,
435,Myxine_spp,Fish_Demersal,Bathyraja_albomaculata,Fish_Chond,Hunter,Heterotroph,Brickle_etal_2003,https://doi.org/10.1017/S0025315403008373h,
436,Travisia_kerguelensis,Polychaeta,Bathyraja_albomaculata,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2019,https://doi.org/10.1007/s10750-019-04027-w,Inferred from Travisia spp.
437,Iluocoetes_fimbriatus,Fish_Demersal,Bathyraja_brachyurops,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2019,https://doi.org/10.1007/s10750-019-04027-w,
438,Acanthoserolis_schythei,Isopoda,Bathyraja_brachyurops,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2019,https://doi.org/10.1007/s10750-019-04027-w,Inferred from Acanthoserolis spp.
439,Libidoclaea_granaria,Decapoda,Bathyraja_brachyurops,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2019,https://doi.org/10.1007/s10750-019-04027-w,
440,Tinerfe_cyanea,Zooplankton,Bathyraja_brachyurops,Fish_Chond,Hunter,Heterotroph,Mianzan_etal_1996; Bellegia_etal_2019,https://doi.org/10.1016/0165-7836(95)00459-9; https://doi.org/10.1007/s10750-019-04027-w,Inferred from Ctenophora
441,Themisto_gaudichaudii,Zooplankton,Bathyraja_brachyurops,Fish_Chond,Hunter,Heterotroph,Brickle_etal_2003,https://doi.org/10.1017/S0025315403008373h,
442,Doryteuthis_gahi,Cephalopoda,Bathyraja_brachyurops,Fish_Chond,Hunter,Heterotroph,Brickle_etal_2003,https://doi.org/10.1017/S0025315403008373h,Inferred from Cephalopoda
443,Doryteuthis_gahi,Cephalopoda,Bathyraja_brachyurops,Fish_Chond,Hunter,Heterotroph,Brickle_etal_2003,https://doi.org/10.1017/S0025315403008373h,
444,Enteroctopodidae,Cephalopoda,Bathyraja_brachyurops,Fish_Chond,Hunter,Heterotroph,Brickle_etal_2003,https://doi.org/10.1017/S0025315403008373h,Inferred from Cephalopoda
445,Lithodes_confundens,Decapoda,Bathyraja_brachyurops,Fish_Chond,Hunter,Heterotroph,Brickle_etal_2003,https://doi.org/10.1017/S0025315403008373h,
446,Lithodes_couesi,Decapoda,Bathyraja_brachyurops,Fish_Chond,Hunter,Heterotroph,Brickle_etal_2003,https://doi.org/10.1017/S0025315403008373h,
447,Lithodes_turkayi,Decapoda,Bathyraja_brachyurops,Fish_Chond,Hunter,Heterotroph,Brickle_etal_2003,https://doi.org/10.1017/S0025315403008373h,
448,Grimothea_gregaria,Decapoda,Bathyraja_brachyurops,Fish_Chond,Hunter,Heterotroph,Brickle_etal_2003,https://doi.org/10.1017/S0025315403008373h,
449,Ophiuroidea *,Echinodermata,Bathyraja_brachyurops,Fish_Chond,Hunter,Heterotroph,Brickle_etal_2003,https://doi.org/10.1017/S0025315403008373h,* need to be more specific (which Ophiuroidea?)
450,Cottoperca_trigloides,Fish_BenPel,Bathyraja_brachyurops,Fish_Chond,Hunter,Heterotroph,Brickle_etal_2003,https://doi.org/10.1017/S0025315403008373h,
451,Dissostichus_eleginoides,Fish_BenPel,Bathyraja_brachyurops,Fish_Chond,Hunter,Heterotroph,Brickle_etal_2003,https://doi.org/10.1017/S0025315403008373h,
452,Patagonotothen_cornucola,Fish_BenPel,Bathyraja_brachyurops,Fish_Chond,Hunter,Heterotroph,Brickle_etal_2003,https://doi.org/10.1017/S0025315403008373h,
453,Patagonotothen_elegans,Fish_BenPel,Bathyraja_brachyurops,Fish_Chond,Hunter,Heterotroph,Brickle_etal_2003,https://doi.org/10.1017/S0025315403008373h,
454,Patagonotothen_guntheri,Fish_BenPel,Bathyraja_brachyurops,Fish_Chond,Hunter,Heterotroph,Brickle_etal_2003,https://doi.org/10.1017/S0025315403008373h,
455,Patagonotothen_ramsayi,Fish_BenPel,Bathyraja_brachyurops,Fish_Chond,Hunter,Heterotroph,Brickle_etal_2003; Bellegia_etal_2019,https://doi.org/10.1017/S0025315403008373h; https://doi.org/10.1007/s10750-019-04027-w,
456,Myxine_spp,Fish_Demersal,Bathyraja_brachyurops,Fish_Chond,Hunter,Heterotroph,Brickle_etal_2003; Bellegia_etal_2019,https://doi.org/10.1017/S0025315403008373h; https://doi.org/10.1007/s10750-019-04027-w,
457,Micromesistius_australis,Fish_Pel,Bathyraja_brachyurops,Fish_Chond,Hunter,Heterotroph,Brickle_etal_2003,https://doi.org/10.1017/S0025315403008373h,
458,Sprattus_fuegensis,Fish_Pel,Bathyraja_brachyurops,Fish_Chond,Hunter,Heterotroph,Brickle_etal_2003,https://doi.org/10.1017/S0025315403008373h,
459,Buccinidae *,Gastropoda,Bathyraja_brachyurops,Fish_Chond,Hunter,Heterotroph,Brickle_etal_2003,https://doi.org/10.1017/S0025315403008373h,* need to be more specific (which Buccinidae?)
460,Isopoda *,Isopoda,Bathyraja_brachyurops,Fish_Chond,Hunter,Heterotroph,Brickle_etal_2003,https://doi.org/10.1017/S0025315403008373h,* need to be more specific (which Isopoda?)
461,Polychaeta *,Polychaeta,Bathyraja_brachyurops,Fish_Chond,Hunter,Heterotroph,Brickle_etal_2003,https://doi.org/10.1017/S0025315403008373h,* need to be more specific (which Polychaeta?)
462,Euphausia_spp,Zooplankton,Bathyraja_brachyurops,Fish_Chond,Hunter,Heterotroph,Brickle_etal_2003,https://doi.org/10.1017/S0025315403008373h,
463,Grimothea_spinosa,Decapoda,Bathyraja_brachyurops,Fish_Chond,Hunter,Heterotroph,Brickle_etal_2003; Belleggia_etal_2008,https://doi.org/10.1017/S0025315403008373h; https://doi.org/10.3989/scimar.2008.72n4701,
464,Bathyraja_brachyurops,Fish_Demersal,Bathyraja_brachyurops,Fish_Chond,Hunter,Heterotroph,Brickle_etal_2003; Belleggia_etal_2008,https://doi.org/10.1017/S0025315403008373h; https://doi.org/10.3989/scimar.2008.72n4701,
465,Macruronus_novaezelandiae,Fish_BenPel,Bathyraja_brachyurops,Fish_Chond,Hunter,Heterotroph,Belleggia_etal_2008,https://doi.org/10.3989/scimar.2008.72n4701,
466,Patagonotothen_kreffti,Fish_BenPel,Bathyraja_brachyurops,Fish_Chond,Hunter,Heterotroph,Belleggia_etal_2008,https://doi.org/10.3989/scimar.2008.72n4701,
467,Genypterus_blacodes,Fish_Demersal,Bathyraja_brachyurops,Fish_Chond,Hunter,Heterotroph,Belleggia_etal_2008,https://doi.org/10.3989/scimar.2008.72n4701,
468,Adelomelon_ancilla,Gastropoda,Bathyraja_brachyurops,Fish_Chond,Hunter,Heterotroph,Belleggia_etal_2008,https://doi.org/10.3989/scimar.2008.72n4701,Inferred from Volutidae
469,Argeneuthria_varicosa,Gastropoda,Bathyraja_brachyurops,Fish_Chond,Hunter,Heterotroph,Belleggia_etal_2008,https://doi.org/10.3989/scimar.2008.72n4701,Inferred from Volutidae
470,Odontocymbiola_magellanica,Gastropoda,Bathyraja_brachyurops,Fish_Chond,Hunter,Heterotroph,Belleggia_etal_2008,https://doi.org/10.3989/scimar.2008.72n4701,
471,Aglaophamus_virginis,Polychaeta,Bathyraja_brachyurops,Fish_Chond,Hunter,Heterotroph,Belleggia_etal_2008,https://doi.org/10.3989/scimar.2008.72n4701,Inferred from Nephtyidae
472,Lumbrineridae,Polychaeta,Bathyraja_brachyurops,Fish_Chond,Hunter,Heterotroph,Belleggia_etal_2008,https://doi.org/10.3989/scimar.2008.72n4701,
473,Maldanidae,Polychaeta,Bathyraja_brachyurops,Fish_Chond,Hunter,Heterotroph,Belleggia_etal_2008; Bellegia_etal_2019,https://doi.org/10.3989/scimar.2008.72n4701; https://doi.org/10.3989/scimar.2008.72n4701,
474,Nephtys_sp,Polychaeta,Bathyraja_brachyurops,Fish_Chond,Hunter,Heterotroph,Belleggia_etal_2008,https://doi.org/10.3989/scimar.2008.72n4701,Inferred from Nephtyidae
475,Pagurus_comptus,Decapoda,Bathyraja_cousseauae,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2014,https://www.researchgate.net/publication/273057654_The_diets_of_four_Bathyraja_skates_Elasmobranchii_Arhynchobatidae_from_the_Southwest_Atlantic,Inferred from Pagurus_spp
476,Pagurus_forceps,Decapoda,Bathyraja_cousseauae,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2014,https://www.researchgate.net/publication/273057654_The_diets_of_four_Bathyraja_skates_Elasmobranchii_Arhynchobatidae_from_the_Southwest_Atlantic,Inferred from Pagurus_spp
477,Neoserolis_exigua,Isopoda,Bathyraja_cousseauae,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2014,https://www.researchgate.net/publication/273057654_The_diets_of_four_Bathyraja_skates_Elasmobranchii_Arhynchobatidae_from_the_Southwest_Atlantic,Inferred from Serolidae
478,Acanthoserolis_schythei,Isopoda,Bathyraja_cousseauae,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2014,https://www.researchgate.net/publication/273057654_The_diets_of_four_Bathyraja_skates_Elasmobranchii_Arhynchobatidae_from_the_Southwest_Atlantic,
479,Tinerfe_cyanea,Zooplankton,Bathyraja_griseocauda,Fish_Chond,Hunter,Heterotroph,Mianzan_etal_1996,https://doi.org/10.1016/0165-7836(95)00459-9,
480,Doryteuthis_gahi,Cephalopoda,Bathyraja_griseocauda,Fish_Chond,Hunter,Heterotroph,Brickle_etal_2003,https://doi.org/10.1017/S0025315403008373h,
481,Grimothea_gregaria,Decapoda,Bathyraja_griseocauda,Fish_Chond,Hunter,Heterotroph,Brickle_etal_2003,https://doi.org/10.1017/S0025315403008373h,
482,Grimothea_spinosa,Decapoda,Bathyraja_griseocauda,Fish_Chond,Hunter,Heterotroph,Brickle_etal_2003,https://doi.org/10.1017/S0025315403008373h,
483,Thymops_birsteini,Decapoda,Bathyraja_griseocauda,Fish_Chond,Hunter,Heterotroph,Brickle_etal_2003,https://doi.org/10.1017/S0025315403008373h,
484,Cottoperca_trigloides,Fish_BenPel,Bathyraja_griseocauda,Fish_Chond,Hunter,Heterotroph,Brickle_etal_2003,https://doi.org/10.1017/S0025315403008373h,
485,Dissostichus_eleginoides,Fish_BenPel,Bathyraja_griseocauda,Fish_Chond,Hunter,Heterotroph,Brickle_etal_2003,https://doi.org/10.1017/S0025315403008373h,
486,Patagonotothen_cornucola,Fish_BenPel,Bathyraja_griseocauda,Fish_Chond,Hunter,Heterotroph,Brickle_etal_2003,https://doi.org/10.1017/S0025315403008373h,
487,Patagonotothen_elegans,Fish_BenPel,Bathyraja_griseocauda,Fish_Chond,Hunter,Heterotroph,Brickle_etal_2003,https://doi.org/10.1017/S0025315403008373h,
488,Patagonotothen_guntheri,Fish_BenPel,Bathyraja_griseocauda,Fish_Chond,Hunter,Heterotroph,Brickle_etal_2003,https://doi.org/10.1017/S0025315403008373h,
489,Patagonotothen_ramsayi,Fish_BenPel,Bathyraja_griseocauda,Fish_Chond,Hunter,Heterotroph,Brickle_etal_2003,https://doi.org/10.1017/S0025315403008373h,
490,Bathyraja_griseocauda,Fish_Demersal,Bathyraja_griseocauda,Fish_Chond,Hunter,Heterotroph,Brickle_etal_2003,https://doi.org/10.1017/S0025315403008373h,
491,Bathyraja_multispinis,Fish_Demersal,Bathyraja_griseocauda,Fish_Chond,Hunter,Heterotroph,Brickle_etal_2003,https://doi.org/10.1017/S0025315403008373h,
492,Bathyraja_scaphiops,Fish_Demersal,Bathyraja_griseocauda,Fish_Chond,Hunter,Heterotroph,Brickle_etal_2003,https://doi.org/10.1017/S0025315403008373h,
493,Myxine_spp,Fish_Demersal,Bathyraja_griseocauda,Fish_Chond,Hunter,Heterotroph,Brickle_etal_2003,https://doi.org/10.1017/S0025315403008373h,
494,Psammobatis_rudis,Fish_Demersal,Bathyraja_griseocauda,Fish_Chond,Hunter,Heterotroph,Brickle_etal_2003,https://doi.org/10.1017/S0025315403008373h,
495,Micromesistius_australis,Fish_Pel,Bathyraja_griseocauda,Fish_Chond,Hunter,Heterotroph,Brickle_etal_2003,https://doi.org/10.1017/S0025315403008373h,
496,Sprattus_fuegensis,Fish_Pel,Bathyraja_griseocauda,Fish_Chond,Hunter,Heterotroph,Brickle_etal_2003,https://doi.org/10.1017/S0025315403008373h,
497,Buccinidae *,Gastropoda,Bathyraja_griseocauda,Fish_Chond,Hunter,Heterotroph,Brickle_etal_2003,https://doi.org/10.1017/S0025315403008373h,* need to be more specific (which Buccinidae?)
498,Isopoda *,Isopoda,Bathyraja_griseocauda,Fish_Chond,Hunter,Heterotroph,Brickle_etal_2003,https://doi.org/10.1017/S0025315403008373h,* need to be more specific (which Isopoda?)
499,Polychaeta *,Polychaeta,Bathyraja_griseocauda,Fish_Chond,Hunter,Heterotroph,Brickle_etal_2003,https://doi.org/10.1017/S0025315403008373h,* need to be more specific (which Polychaeta?)
500,Euphausia_spp,Zooplankton,Bathyraja_griseocauda,Fish_Chond,Hunter,Heterotroph,Brickle_etal_2003,https://doi.org/10.1017/S0025315403008373h,
501,Themisto_gaudichaudii,Zooplankton,Bathyraja_griseocauda,Fish_Chond,Hunter,Heterotroph,Brickle_etal_2003; Bellegia_etal_2014,https://doi.org/10.1017/S0025315403008373h; https://www.researchgate.net/publication/273057654_The_diets_of_four_Bathyraja_skates_Elasmobranchii_Arhynchobatidae_from_the_Southwest_Atlantic,
502,Pagurus_comptus,Decapoda,Bathyraja_griseocauda,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2014,https://www.researchgate.net/publication/273057654_The_diets_of_four_Bathyraja_skates_Elasmobranchii_Arhynchobatidae_from_the_Southwest_Atlantic,
503,Pagurus_forceps,Decapoda,Bathyraja_griseocauda,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2014,https://www.researchgate.net/publication/273057654_The_diets_of_four_Bathyraja_skates_Elasmobranchii_Arhynchobatidae_from_the_Southwest_Atlantic,Inferred from Pagurus_spp
504,Libidoclaea_granaria,Decapoda,Bathyraja_griseocauda,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2014,https://www.researchgate.net/publication/273057654_The_diets_of_four_Bathyraja_skates_Elasmobranchii_Arhynchobatidae_from_the_Southwest_Atlantic,
505,Macruronus_novaezelandiae,Fish_BenPel,Bathyraja_griseocauda,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2014,https://www.researchgate.net/publication/273057654_The_diets_of_four_Bathyraja_skates_Elasmobranchii_Arhynchobatidae_from_the_Southwest_Atlantic,
506,Genypterus_blacodes,Fish_Demersal,Bathyraja_griseocauda,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2014,https://www.researchgate.net/publication/273057654_The_diets_of_four_Bathyraja_skates_Elasmobranchii_Arhynchobatidae_from_the_Southwest_Atlantic,
507,Odontocymbiola_magellanica,Gastropoda,Bathyraja_griseocauda,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2014,https://www.researchgate.net/publication/273057654_The_diets_of_four_Bathyraja_skates_Elasmobranchii_Arhynchobatidae_from_the_Southwest_Atlantic,
508,Neoserolis_exigua,Isopoda,Bathyraja_griseocauda,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2014,https://www.researchgate.net/publication/273057654_The_diets_of_four_Bathyraja_skates_Elasmobranchii_Arhynchobatidae_from_the_Southwest_Atlantic,Inferred from Serolidae
509,Acanthoserolis_schythei,Isopoda,Bathyraja_griseocauda,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2014,https://www.researchgate.net/publication/273057654_The_diets_of_four_Bathyraja_skates_Elasmobranchii_Arhynchobatidae_from_the_Southwest_Atlantic,
510,Maldanidae,Polychaeta,Bathyraja_macloviana,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2019,https://doi.org/10.1007/s10750-019-04027-w,
511,Travisia_kerguelensis,Polychaeta,Bathyraja_macloviana,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2019,https://doi.org/10.1007/s10750-019-04027-w,Inferred from Travisia spp.
512,Glycera_spp,Polychaeta,Bathyraja_macloviana,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2019,https://doi.org/10.1007/s10750-019-04027-w,Inferred from Glyceridae
513,Lumbrineridae,Polychaeta,Bathyraja_macloviana,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2019,https://doi.org/10.1007/s10750-019-04027-w,
514,Nephtys_sp,Polychaeta,Bathyraja_macloviana,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2019,https://doi.org/10.1007/s10750-019-04027-w,Inferred from Nephtyidae
515,Tinerfe_cyanea,Zooplankton,Bathyraja_macloviana,Fish_Chond,Hunter,Heterotroph,Mianzan_etal_1996,https://doi.org/10.1016/0165-7836(95)00459-9,
516,Nicolea_chilensis,Polychaeta,Bathyraja_macloviana,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2019,https://doi.org/10.1007/s10750-019-04027-w,Inferred from Terebellidae
517,Pista_spp,Polychaeta,Bathyraja_macloviana,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2019,https://doi.org/10.1007/s10750-019-04027-w,Inferred from Terebellidae
518,Terebellides_malvinensis,Polychaeta,Bathyraja_macloviana,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2019,https://doi.org/10.1007/s10750-019-04027-w,Inferred from Terebellidae
519,Thelepus_sp,Polychaeta,Bathyraja_macloviana,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2019,https://doi.org/10.1007/s10750-019-04027-w,Inferred from Terebellidae
520,Libidoclaea_granaria,Decapoda,Bathyraja_multispinis,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2014,https://www.researchgate.net/publication/273057654_The_diets_of_four_Bathyraja_skates_Elasmobranchii_Arhynchobatidae_from_the_Southwest_Atlantic,
521,Thymops_birsteini,Decapoda,Bathyraja_multispinis,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2014,https://www.researchgate.net/publication/273057654_The_diets_of_four_Bathyraja_skates_Elasmobranchii_Arhynchobatidae_from_the_Southwest_Atlantic,
522,Grimothea_spinosa,Decapoda,Bathyraja_multispinis,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2014,https://www.researchgate.net/publication/273057654_The_diets_of_four_Bathyraja_skates_Elasmobranchii_Arhynchobatidae_from_the_Southwest_Atlantic,
523,Pagurus_comptus,Decapoda,Bathyraja_multispinis,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2014,https://www.researchgate.net/publication/273057654_The_diets_of_four_Bathyraja_skates_Elasmobranchii_Arhynchobatidae_from_the_Southwest_Atlantic,
524,Neoserolis_exigua,Isopoda,Bathyraja_multispinis,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2014,https://www.researchgate.net/publication/273057654_The_diets_of_four_Bathyraja_skates_Elasmobranchii_Arhynchobatidae_from_the_Southwest_Atlantic,Inferred from Serolidae
525,Acanthoserolis_schythei,Isopoda,Bathyraja_multispinis,Fish_Chond,Hunter,Heterotroph,Bellegia_etal_2014,https://www.researchgate.net/publication/273057654_The_diets_of_four_Bathyraja_skates_Elasmobranchii_Arhynchobatidae_from_the_Southwest_Atlantic,
